,sentence,age,gender,language,paths
19863,உரைத்தது போதும் உட்கார் என்று,not_defined,not_defined,Tamil,common_voice_ta_19820080.wav
19864,சாதி இரண்டொழிய வேறில்லை யென்றே,not_defined,not_defined,Tamil,common_voice_ta_19195637.wav
19865,மூக்கில் எரிச்சலை முன்னே நிறுத்தி,twenties,male,Tamil,common_voice_ta_19965867.wav
19866,மாற்றுயர்ந்த பொன்னுருக்கி வடிவெடுத்த மங்கை,twenties,female,Tamil,common_voice_ta_20382323.wav
19867,"""செம்பின் பாலைச் சிந்தினான்"""" என்று""",not_defined,not_defined,Tamil,common_voice_ta_19141980.wav
19868,அவரவர்தம் வீடுநகர் நாடு காக்க,not_defined,not_defined,Tamil,common_voice_ta_21330616.wav
19869,உன்னை தலைவனா ஆக்குறேன்.,twenties,male,Tamil,common_voice_ta_20495532.wav
19870,நன்மது ரஞ்செய் கிழங்கு - கானில்,thirties,female,Tamil,common_voice_ta_19917575.wav
19871,வாளெயிற்று வேங்கையெலாம்,not_defined,not_defined,Tamil,common_voice_ta_20191319.wav
19872,"""இவ்விடத்திற் கேட்டுக்கொள்"""" என்றுரைப்பான் குப்பன்:""",not_defined,not_defined,Tamil,common_voice_ta_20065616.wav
19873,பொன்மகளும் எனைக்காதல் எந்தி ரத்தால்,not_defined,not_defined,Tamil,common_voice_ta_20077798.wav
19874,ஓவியம்செய் வோம் நல்லஊசிகள் செய் வோம்,not_defined,not_defined,Tamil,common_voice_ta_20059457.wav
19875,தித்திக்கும் தேன்சுவையே யன்றி,twenties,male,Tamil,common_voice_ta_19535715.wav
19876,இலகுவது புலவர்தரு சுவடிச் சாலை;,not_defined,not_defined,Tamil,common_voice_ta_21162668.wav
19877,தாளாற்றித் தந்த பொருளெல்லாம் தக்கார்க்கு வேளாண்மை செய்தற் பொருட்டு.,twenties,female,Tamil,common_voice_ta_20945081.wav
19878,தொங்கும் நரம்பின் தூளே! இதைக்கேள்:,thirties,male,Tamil,common_voice_ta_19083403.wav
19879,"""""""இந்நேரம் போயிருப்பார்! இந்நேரம் பேர்த்தெடுப்பார்!""",twenties,female,Tamil,common_voice_ta_20945094.wav
19880,"அழிவினவை நீக்கி, ஆறுய்த்து, அழிவின்கண் அல்லல் உழப்பதாம் நட்பு.",thirties,male,Tamil,common_voice_ta_19523252.wav
19881,உத்தமனாய் இரு.,twenties,male,Tamil,common_voice_ta_19883050.wav
19882,உடுக்களோடும்,twenties,male,Tamil,common_voice_ta_20495530.wav
19883,"மெய்யிதயம் அறுபடவும், அவ்வி ரத்த",not_defined,not_defined,Tamil,common_voice_ta_20068401.wav
19884,போவதாய்த் திட்டம் போட்டிருக் கின்றான்.,thirties,male,Tamil,common_voice_ta_19866574.wav
19885,மன்னர் குடிக்கும் வழக்கத்தைச் செய்துவைத்தும்,not_defined,not_defined,Tamil,common_voice_ta_21304412.wav
19886,வேறு பலபொருளும் குடைந் தெடுப்போம்,twenties,male,Tamil,common_voice_ta_20474881.wav
19887,டுண்ணப்போம் போதுநீ ஓர்தட்டுத் தட்டிவிட்டாய்!,not_defined,not_defined,Tamil,common_voice_ta_21330656.wav
19888,கடுந்தேள் அகற்றக் காலை உதறினான்.,not_defined,not_defined,Tamil,common_voice_ta_20069045.wav
19889,புண்ணாக்கிப் போடாதே; போபோ மறைந்துவிடு!,twenties,male,Tamil,common_voice_ta_19346785.wav
19890,தென்னை மரத்தில் - சிட்டுப்,not_defined,other,Tamil,common_voice_ta_19816160.wav
19891,மாற்றத்தை தவிர வேறெதுவும் நிலையானதல்ல.,twenties,male,Tamil,common_voice_ta_20778983.wav
19892,குட்டிச் சுவரின் கோடியி லிருக்கும்,thirties,male,Tamil,common_voice_ta_19332551.wav
19893,ஓடிவந்து சேர்ந்தான். அவனைத் தொடர்ந்து கிழவரும்,not_defined,not_defined,Tamil,common_voice_ta_19137385.wav
19894,வாழாமல் பெண்ணை வைத்துத் திரிய வேண்டாம்,not_defined,not_defined,Tamil,common_voice_ta_19136944.wav
19895,கோவில் விழாவென்று சொல்லியுன் வீட்டு,twenties,male,Tamil,common_voice_ta_20475010.wav
19896,செந்நெல் மாற்றிய சோறும் - பசுநெய்,not_defined,not_defined,Tamil,common_voice_ta_21302528.wav
19897,தேடிச் சுகிக்கையில் எனக்கிந்தத் தொல்லை,not_defined,not_defined,Tamil,common_voice_ta_21302502.wav
19898,காற்றாலை மூலம் மின்சாரம் உற்பத்தி செய்வதில் முதலிடத்தில் உள்ள மாநிலம் தமிழ்நாடு,not_defined,not_defined,Tamil,common_voice_ta_21339190.wav
19899,மேலிருக்கும் போதே வெடுக்கென்று தூக்கிடுவான்.,not_defined,not_defined,Tamil,common_voice_ta_19137387.wav
19900,ஊரினர் வீட்டின் உள்ளே நுழைந்தார்.,not_defined,not_defined,Tamil,common_voice_ta_20068398.wav
19901,எண்ணிய எண்ணியாங்கு எய்தும் திண்ணியன்,twenties,female,Tamil,common_voice_ta_21346344.wav
19902,வெம்மைகொள் மக்களைச் செம்மை புரிந்திடத் தோழா - அவர்,not_defined,not_defined,Tamil,common_voice_ta_21289857.wav
19903,பஞ்ச நதத்துப் பிறந்தோர் - முன்னைப்,twenties,male,Tamil,common_voice_ta_19159392.wav
19904,கடலின் மீது கதிரவன் தோன்றிப்,not_defined,not_defined,Tamil,common_voice_ta_19141978.wav
19905,"தம்பி, இங்கு வா",twenties,male,Tamil,common_voice_ta_19313223.wav
19906,ஏடா சுதர்மா! இவன்யார் நரைக்கிழவன்?,twenties,female,Tamil,common_voice_ta_21354155.wav
19907,சிற்றுண வுக்குச் சுற்றிப் பார்த்தேன்.,not_defined,other,Tamil,common_voice_ta_19816089.wav
19908,செப்பும் மணிவாயால்:,twenties,male,Tamil,common_voice_ta_19346796.wav
19909,ஞாலத்தை அண்டத்தை நாமாக எண்ணும்,not_defined,not_defined,Tamil,common_voice_ta_19670927.wav
19910,அஞ்சுகின்ற குப்பன் அதிரச்செய் திட்டதே!,thirties,male,Tamil,common_voice_ta_20229042.wav
19911,மிக்க மகிழ்ச்சி,not_defined,not_defined,Tamil,common_voice_ta_21289826.wav
19912,ஆகையால் எல்லாரும் அங்கே தனித்தனிதான்.,twenties,male,Tamil,common_voice_ta_21300542.wav
19913,அயலார் தனித்தனி அங்கு வந்தார்கள்.,not_defined,not_defined,Tamil,common_voice_ta_19819893.wav
19914,படுத் திருந்த பையனை நோக்கி,fourties,male,Tamil,common_voice_ta_19819845.wav
19915,விறகின் கட்டை வீணே; ஏனெனில்,twenties,male,Tamil,common_voice_ta_19159380.wav
19916,ஆய்வுசெய் நோக்கில் வரைந்தவர் சிலரெனினும்,thirties,female,Tamil,common_voice_ta_20371771.wav
19917,இருப்பேன். நீயோ என்னை அங்கு,not_defined,not_defined,Tamil,common_voice_ta_21302503.wav
19918,செல்வத்துள் செல்வம் செவிச்செல்வம் அச்செல்வம் செல்வத்துளெல்லாந் தலை.,thirties,male,Tamil,common_voice_ta_20593143.wav
19919,ஆந்தை அலறும் அடவிசூழ் சிற்றூரில்,not_defined,not_defined,Tamil,common_voice_ta_21289847.wav
19920,வெண்ணெய்த் தாழியை விரியத் தள்ளிச்,twenties,male,Tamil,common_voice_ta_19823384.wav
19921,எங்கள் அண்ணன் ஏறி வந்த,thirties,male,Tamil,common_voice_ta_19083514.wav
19922,திருந்தும் இன்பஉடல்,not_defined,not_defined,Tamil,common_voice_ta_20077620.wav
